,id,amd,intel,radius,cos_sin_sqrt,ydl,pred,radius_pred
2736,3605,174,70,0.28,,False,True,0.7449682963277181
2737,3881,185,35,0.39,,False,False,0.19150640606738056
2738,1070,78,77,0.36,0.3572070487881263,False,False,0.15209722137259657
2739,1775,106,364,0.78,-0.3119095400200272,True,True,0.802281489235333
2740,5786,267,454,0.32,,False,False,0.2580886875525219
2741,1283,86,551,0.23,,False,False,0.20366145682888398
2742,5003,235,564,0.67,0.47331385525611847,True,True,0.7432109649855148
2743,4394,208,180,0.3,0.06273062949967975,False,False,0.17459049357608503
2744,5721,264,174,0.35,,False,False,0.16514234403585665
2745,1836,108,322,0.15,0.8986150005849164,False,False,0.24778711407890538
2746,5089,238,279,0.21,,False,False,0.16065744369648766
2747,1019,76,379,0.33,0.21325157588855567,False,False,0.1378084491904219
2748,970,75,192,0.37,,False,False,0.24759666209523656
2749,1326,87,133,0.86,,True,True,0.8314378068112286
2750,5905,272,28,0.27,0.07343614583770984,False,False,0.23719116813413116
2751,475,54,525,0.1,,False,False,0.20312440480858399
2752,2810,143,495,0.16,,False,False,0.21040733865176897
2753,4509,213,22,0.25,,False,False,0.23587786655215146
2754,1651,101,300,0.18,0.29638871662940436,False,False,0.14206799412774684
2755,5589,260,387,0.3,,False,False,0.14758430866698308
2756,5137,241,352,0.39,1.045782886828677,False,False,0.1381627130085641
2757,2528,133,460,0.26,0.9154691572671885,False,False,0.21673852969339022
2758,4295,204,261,0.12,,False,False,0.2272394447034523
2759,3528,171,226,0.14,1.366425555548452,False,False,0.1540281076809062
2760,3680,177,252,0.34,1.1306278768460707,False,False,0.14918725720166734
2761,1373,89,479,0.2,0.8395333016799537,False,False,0.16458815522268427
2762,739,66,357,0.17,-0.016573176161430978,False,False,0.2676847081474302
2763,4624,219,416,0.15,,False,False,0.20741477240967637
2764,3479,169,286,0.87,,True,True,0.7452833325318445
2765,867,71,162,0.1,1.0232291259227935,False,False,0.21762607870866418
2767,1140,81,259,0.6,,True,True,0.8006979527845136
2768,997,76,105,0.3,0.32280477449321454,False,False,0.19924924614365502
2769,1337,88,570,0.23,,False,False,0.2342228136717857
2770,541,57,417,0.12,,False,False,0.19064047732941986
2771,1099,79,454,0.17,,False,False,0.20681047688207357
2772,1132,80,480,0.33,,False,False,0.13769771763792066
2773,5840,269,160,0.24,,False,False,0.19258018503895874
2774,3866,184,110,0.23,,False,False,0.1568132352042535
2775,2258,123,271,0.78,-0.21576185055824024,True,True,0.793554182477293
2776,5242,247,512,0.72,,True,True,0.7722744244439621
2777,2962,148,64,0.27,-0.07827417193726087,False,False,0.23632491085973378
2778,59,30,316,0.24,,False,False,0.17258949405157487
2780,2206,121,495,0.26,1.092622754943564,False,False,0.2618372967260208
2781,1938,111,456,0.15,,False,False,0.15391045583458055
2782,5331,250,430,0.33,,False,False,0.16464999697185345
2784,4932,233,339,0.39,0.6018870787406241,False,False,0.147347402915973
2785,2813,143,270,0.9,,True,True,0.8441984483397096
2786,5208,245,376,0.29,-0.031373538832806615,False,False,0.20866828566745282
2787,3442,167,152,0.4,,False,False,0.18518900237152594
2788,1078,78,356,0.81,,True,True,0.8185694164876747
2789,4838,229,242,0.37,,False,False,0.20458438026834025
2790,5524,257,178,0.22,,False,False,0.1397421649389855
2791,4531,214,506,0.84,,True,True,0.7597137714708732
2792,3737,178,79,0.68,,True,True,0.7801725137710811
2794,2630,137,507,0.11,,False,False,0.23579872328086096
2795,4817,228,510,0.87,1.1751275499597116,True,True,0.848460624403324
2796,5521,257,280,0.21,,False,False,0.2307812117907822
2797,5879,271,322,0.21,0.6334777788687053,False,False,0.23261906504976
2798,940,74,64,0.12,,False,False,0.15050336646626644
2799,1080,78,331,0.23,0.15404505138214267,False,True,0.7789905474825884
2800,187,42,563,0.25,,False,False,0.14558493475011947
2801,3745,179,564,0.23,0.027820133790420528,False,False,0.1925339427584959
2802,4145,198,108,0.37,-0.04329038859975594,False,False,0.22056286874442393
2803,2085,117,343,0.24,,False,False,0.2540853230840231
2804,2249,123,181,0.14,,False,False,0.15711147364265043
2805,3711,177,412,0.15,,False,False,0.24910014841933692
2806,5914,274,198,0.11,,False,False,0.17813067799030396
2807,2023,114,142,0.32,,False,False,0.22101857641664527
2808,3817,182,81,0.75,-0.15856353878772533,True,True,0.8208203760230556
2809,1492,95,315,0.3,0.7939305067658253,False,False,0.21391402064797183
2810,4617,219,67,0.18,,False,False,0.2027797375198222
2811,4066,193,518,0.73,,True,True,0.7695474872098704
2812,226,44,78,0.13,,False,False,0.20040971046996423
2813,1013,76,141,0.88,,True,True,0.8192520741556985
2815,1929,111,301,0.28,,False,False,0.1771861063992884
2816,4229,202,232,0.3,1.0497081143575437,False,False,0.24000473433425845
2817,5402,252,386,0.13,,False,False,0.26358842662795035
2818,1404,90,119,0.64,1.2068848951128825,True,True,0.8320271282367905
2820,697,65,210,0.31,,False,False,0.13856846314847754
2821,1124,80,385,0.3,,False,False,0.17267311574147384
2822,3282,161,140,0.36,,False,False,0.24629104190716566
2823,3984,190,106,0.13,1.294944284288401,False,False,0.15111857922594915
2824,4648,221,373,0.19,0.4207971030080655,False,False,0.2532822050122226
2825,1778,106,147,0.14,,False,False,0.24780958764692632
2826,2634,137,85,0.71,,True,True,0.8529110836985204
2827,3091,153,507,0.34,0.5393755599182128,False,False,0.24029962962553886
2828,4073,194,89,0.79,,True,True,0.7643597198839419
2830,5010,235,270,0.28,0.7263063675068834,False,False,0.22244906736125147
2831,2256,123,474,0.18,,False,False,0.2642372156145294
2832,3796,181,552,0.1,,False,False,0.17961139461835673
2834,313,47,347,0.23,0.06409662152052259,False,False,0.1497946544762574
2835,2649,138,302,0.13,-0.18946443803023538,False,False,0.21172707407627905
2836,2281,124,233,0.14,,False,False,0.20770430754572722
2837,3716,178,361,0.28,,False,False,0.22762048310194533
2838,4301,204,270,0.2,0.2201630107683466,False,False,0.17044905080906697
2840,1416,91,568,0.33,,False,False,0.24487398796135484
2842,2159,119,424,0.34,,False,False,0.1798665183073386
2843,2984,149,513,0.64,,True,True,0.7490175707141206
2844,3137,155,307,0.22,,False,False,0.23632518190915952
2845,4997,235,303,0.19,0.5006352788525401,False,False,0.23825621950790193
2846,1754,105,302,0.18,,False,False,0.21263484533128918
2848,4004,191,296,0.26,0.6952975881660507,False,False,0.1962822014451705
2849,5896,272,445,0.29,1.1524902058825293,False,False,0.16242352483166572
2850,3649,175,355,0.4,,False,True,0.772838316300489
2851,2520,133,132,0.39,1.1875159705959857,False,False,0.1711341946505739
2852,873,71,89,0.34,1.1496483415356349,False,False,0.22077064460783818
2853,4444,210,153,0.28,,False,False,0.17426115081459131
2854,4503,213,451,0.29,,False,False,0.1520208972070329
2855,1506,95,112,0.88,0.7292777257749952,True,True,0.8662976274018093
2857,1923,111,192,0.39,,False,False,0.24470741355977077
2858,448,53,94,0.38,0.46263722786672484,False,False,0.18235982580265991
2859,3482,169,356,0.6,,True,True,0.8136300443396581
2861,5985,280,357,0.35,-0.06531432074274121,False,False,0.1982721718489746
2864,361,49,300,0.16,,False,False,0.23059664944000013
2866,1134,80,21,0.15,,False,False,0.1740663213421726
2867,5425,253,168,0.4,0.9540393986536799,False,False,0.24753790912927537
2868,3199,158,301,0.39,1.014527711886457,False,False,0.23682473443135188
2869,4795,227,506,0.78,,True,True,0.8286051620912075
2870,3438,167,408,0.2,-0.31642658245696953,False,False,0.19537276768606265
2871,2155,119,412,0.15,,False,False,0.15549020851649192
2872,1830,108,195,0.28,1.2783515968744188,False,False,0.2049278548208251
2873,1053,78,100,0.31,0.6029774194660483,False,False,0.14956792399341398
2875,22,27,415,0.28,1.3213155396592298,False,False,0.14478537661810995
2876,2066,116,392,0.88,,True,True,0.8112471008570445
2877,1653,101,347,0.25,0.3494062839080088,False,False,0.16019757728264133
2878,3684,177,311,0.72,,True,True,0.7532892752814011
2879,4692,223,578,0.34,0.054406258770591666,False,False,0.22542921014875983
2880,2743,141,444,0.27,,False,False,0.17186948819582828
2881,4154,199,216,0.25,,False,False,0.15005665978919625
2882,4888,231,329,0.4,,False,False,0.21746247916961417
2884,2325,126,568,0.18,,False,False,0.2615051203614532
2885,460,53,191,0.24,,False,False,0.17893559932107456
2886,1067,78,472,0.21,0.5718931048322189,False,False,0.26741907378430185
2888,1430,91,396,0.32,0.11082270374056939,False,False,0.2243256266360394
2889,4396,208,459,0.15,0.7597316794394632,False,False,0.17148787943657887
2890,282,46,370,0.16,1.16239638700915,False,False,0.1802609485111513
2892,462,53,361,0.3,,False,False,0.21015668401929652
2893,212,43,317,0.15,,False,False,0.24723718781962453
2895,3559,172,549,0.32,,False,False,0.26201491991502884
2896,2907,147,88,0.89,0.7724102944665985,True,True,0.7919183386842116
2898,1368,89,173,0.29,,False,False,0.15497728434580674
2899,234,44,380,0.25,,False,False,0.22156927810509552
2900,3946,188,497,0.38,-0.27459938417812624,False,False,0.15344850751921174
2901,597,60,64,0.12,-0.08993029651946727,False,False,0.14347089684477435
2902,5313,249,89,0.79,,True,True,0.8610958440896803
2903,2250,123,447,0.35,-0.1876707524699749,False,False,0.2234415525203029
2904,4885,231,214,0.11,,False,False,0.21896550684710475
2905,2283,124,96,0.62,,True,True,0.8067571578404519
2906,662,64,267,0.61,,True,True,0.7475219738111708
2907,5979,280,312,0.16,,False,False,0.2290837219543142
2908,2285,124,132,0.38,-0.05364790268186194,False,False,0.20603355167204548
2909,3431,167,423,0.2,,False,False,0.17139723777280286
2911,4334,205,190,0.15,,False,False,0.2399288033637939
2912,3707,177,156,0.12,1.0193809182690077,False,False,0.2693532003611936
2913,5493,256,293,0.28,,False,False,0.17661423730836068
2914,3468,168,30,0.36,,False,False,0.15259198816903746
2915,3563,172,168,0.13,0.5640512982041896,False,False,0.13709215698139612
2916,2990,150,119,0.29,-0.3303896306625251,False,False,0.2547841640532019
2917,5352,250,168,0.4,,False,False,0.2006195472939063
2918,779,67,275,0.4,,False,True,0.8332561945946956
2920,5302,249,296,0.1,-0.15235385223989906,False,False,0.258762566163513
2921,4498,213,272,0.14,,False,False,0.23830342558221182
2922,4403,208,23,0.4,0.16816773636114934,False,False,0.1375779974570729
2923,4338,205,269,0.23,,False,False,0.14209925152332098
2926,685,64,80,0.1,0.8278387923480945,False,False,0.22721734745807498
2928,3552,172,70,0.37,0.8209375985562273,False,True,0.7443082698337816
2930,1748,105,529,0.81,,True,True,0.7551936308943791
2931,3912,186,79,0.89,,True,True,0.8256984162165218
2932,5083,238,315,0.17,,False,False,0.15364696095192093
2933,2837,144,494,0.1,,False,False,0.15009872319600237
2934,3032,151,510,0.2,0.1678312676897523,False,True,0.830408275466974
2936,3790,181,324,0.9,,True,True,0.8447348348994473
2937,1850,108,277,0.7,1.2381289651483343,True,True,0.8106119718857145
2938,487,54,361,0.39,,False,False,0.23299343314732263
2940,2230,122,490,0.34,0.6097374895797866,False,False,0.1815578107776665
2941,3473,169,378,0.23,,False,False,0.1997877959904482
2942,4625,219,512,0.8,,True,True,0.8518077127719942
2943,2320,126,140,0.21,0.11997208999332477,False,False,0.2395088038500868
2944,782,68,290,0.74,,True,True,0.8027812520832284
2945,521,56,246,0.35,-0.1227879455090073,False,False,0.13853990844157296
2946,522,56,367,0.37,,False,False,0.22740020226306965
2947,5214,245,419,0.34,,False,False,0.16928773481550338
2948,2939,148,365,0.87,-0.2394104415337527,True,True,0.7506641546658531
2949,4696,223,150,0.1,0.04601619335211112,False,False,0.1889533866479975
2950,4842,229,445,0.31,0.2910527971483347,False,False,0.19862276325380013
2951,2398,128,274,0.82,,True,True,0.853646175301617
2952,2207,121,95,0.67,1.313352308542479,True,True,0.8512982571555584
2953,5278,248,541,0.77,0.18319474691651796,True,True,0.8026158602279534
2954,780,67,276,0.33,-0.1720942922627594,False,True,0.8243113725105634
2955,4703,223,125,0.21,0.048646545534589296,False,False,0.16136612718230786
2957,1511,95,124,0.85,0.5250391752331302,True,True,0.8604177727520853
2958,1882,110,375,0.89,,True,True,0.8649579344329722
2959,651,63,58,0.4,0.08958390341835543,False,False,0.17839285889645357
2960,3971,189,374,0.21,,False,False,0.21073061280613997
2961,1801,107,324,0.4,,False,False,0.1972421518441787
2962,369,49,330,0.29,,False,False,0.21027435287233076
2963,5251,247,437,0.17,,False,False,0.2599214088742003
2964,3754,179,280,0.79,,True,True,0.8283387876063264
2965,118,36,258,0.26,,False,False,0.2511096058130138
2966,377,50,97,0.39,,False,False,0.19447059496555513
2967,216,43,216,0.17,,False,False,0.13191676351058332
2968,2216,122,280,0.75,,True,True,0.7598211433448601
2969,4574,217,70,0.31,-0.1451928174417817,False,False,0.2271687078049868
2970,1613,99,448,0.33,,False,False,0.18849187472609208
2971,2883,146,52,0.16,0.9097269080680711,False,False,0.23901654582985482
2972,4309,204,526,0.3,,False,True,0.7965717473006035
2973,5401,252,418,0.23,,False,False,0.2554854723668285
2974,962,75,133,0.77,-0.12690036853907188,True,True,0.7986544455976758
2975,5417,253,519,0.87,0.4348485961307906,True,True,0.8563103884359163
2976,2510,132,488,0.16,,False,False,0.21639974074198565
2978,4579,217,572,0.15,-0.19693807343509642,False,False,0.25343788559376557
2979,4022,192,529,0.76,,True,True,0.8164406227555375
2980,359,49,292,0.21,,False,False,0.2349531746922494
2981,1246,84,162,0.32,0.7107305648058,False,False,0.2067281068061098
2982,3408,166,397,0.4,0.454203893809486,False,False,0.15191297756037808
2983,4184,200,315,0.26,,False,False,0.18549152371806205
2984,2415,129,352,0.32,-0.17267051506925338,False,False,0.18441857304693815
2985,5599,260,495,0.22,0.6413298643897118,False,False,0.2562678008259309
2986,5079,238,582,0.2,,False,False,0.22749760419470594
2988,4020,191,502,0.27,0.7008980464719251,False,False,0.2321240890900328
2990,3423,167,562,0.35,,False,False,0.22018201962023112
2991,2037,115,236,0.37,0.12317977316026914,False,False,0.19074444471873486
2992,5112,239,249,0.17,,False,False,0.24181999740729015
2993,772,67,566,0.4,-0.10684693590845071,False,False,0.22252545621480485
2994,1284,86,536,0.27,,False,False,0.23606448740908506
2995,5532,257,587,0.33,,False,False,0.2231691572371265
2996,3562,172,143,0.3,0.620294031266535,False,False,0.2543290640172651
2997,5700,263,33,0.22,,False,False,0.1320466136086178
3000,1414,91,91,0.38,,False,False,0.16421615296806547
3001,1234,83,359,0.75,1.233281722467971,True,True,0.7679308317806717
3002,3841,183,81,0.84,0.8637085585640504,True,True,0.8689575992191155
3005,3299,162,311,0.36,,False,False,0.2649428406694474
3006,365,49,314,0.21,-0.1748033893906822,False,False,0.19432369722494675
3007,3764,180,331,0.67,,True,True,0.8522144360838457
3008,231,44,385,0.28,,False,False,0.17346377038410235
3009,5118,240,516,0.6,1.2170926433015197,True,True,0.8217353234347975
3010,147,39,372,0.15,1.0727738600927783,False,False,0.1479481781033961
3011,5284,248,552,0.65,0.16424535848017993,True,True,0.7617086060407544
3012,3088,153,494,0.17,0.2398380423106602,False,False,0.1548895223917519
3013,5767,266,568,0.29,0.19424407978981129,False,False,0.19013087152183356
3014,3554,172,180,0.15,0.23524822750065133,False,False,0.2185621437961477
3015,407,51,443,0.19,,False,False,0.19612862431307793
3016,5558,258,75,0.67,0.43308204290600827,True,True,0.7401393677755514
3017,3456,168,305,0.36,,False,True,0.7776486695423293
3018,2090,117,222,0.36,,False,False,0.13076957927661936
3020,3576,173,35,0.33,,False,False,0.1333933921804619
3021,3271,161,36,0.22,,False,False,0.2490038666417771
3022,844,70,390,0.22,1.0023512588228014,False,False,0.16196093923221194
3024,4522,214,249,0.28,,False,False,0.23268595930406463
3025,4343,206,71,0.1,,False,False,0.23286127504832868
3026,3878,185,82,0.67,0.39464596708043415,True,True,0.7584169458110768
3027,2987,150,384,0.62,-0.13018034220774294,True,True,0.7936286143462287
3028,5597,260,76,0.85,0.838903464813385,True,True,0.7558722007825007
3029,2628,137,503,0.26,,False,False,0.24577077289354923
3031,4786,227,84,0.63,0.1460657238131329,True,True,0.7973450312243395
3032,855,70,155,0.63,0.4143961182496586,True,True,0.8373508493501854
3033,3003,150,112,0.36,,False,False,0.23629965586153184
3034,78,33,269,0.13,1.1761778119207071,False,False,0.20414510934988034
3035,2992,150,565,0.39,-0.2938960747219751,False,False,0.1851399303440085
3036,2247,123,312,0.38,,False,False,0.18483798196176804
3037,4082,195,84,0.89,,True,True,0.7940345607859468
3038,5495,256,449,0.1,,False,False,0.2597955363473645
3040,758,67,425,0.37,,False,False,0.1394812132150865
3041,4121,197,296,0.19,0.9961464065000697,False,False,0.20921210650466132
3042,3355,163,171,0.21,,False,False,0.23804996708124507
3043,788,68,93,0.39,,False,False,0.15105198050725477
3044,2279,124,352,0.39,,False,False,0.21600589038529144
3045,3697,177,491,0.32,1.0712759064268327,False,False,0.22149664296912697
3046,5234,246,278,0.29,0.7519982109792751,False,False,0.22033270946889158
3047,4993,235,469,0.36,,False,False,0.25035755296261847
3048,4789,227,199,0.14,0.3601201428948545,False,False,0.1966617855530896
3049,3631,175,203,0.28,,False,False,0.20135901065552808
3050,4500,213,181,0.12,,False,False,0.24980668679510953
3051,3779,180,509,0.85,-0.3555227924714041,True,True,0.8329153575120789
3053,424,51,450,0.33,,False,False,0.20406190959437576
3054,392,50,278,0.18,,False,False,0.14249662619305167
3055,5891,271,108,0.19,0.7720401506991796,False,False,0.16291208694829
3056,5686,263,75,0.78,-0.2940325264728918,True,True,0.80823534417222
3057,2239,122,102,0.66,0.3863977435635435,True,True,0.7916057463058752
3060,5505,256,242,0.18,,False,False,0.24900637343985776
3062,2068,116,97,0.7,,True,True,0.774053428218541
3063,4477,212,285,0.39,,False,False,0.16106688770280503
3064,3493,169,82,0.85,-0.3549644784860852,True,True,0.8320444291302688
3065,1948,112,129,0.33,,False,False,0.16194296725465834
3066,1459,93,167,0.36,,False,False,0.23691303251477636
3067,1768,105,517,0.3,,False,True,0.789608990643879
3068,3298,162,577,0.25,,False,False,0.25787617803973406
3069,5195,244,92,0.38,,False,False,0.19396951478067295
3070,5430,253,19,0.24,1.4010877671529423,False,False,0.15513396757752546
3071,5763,266,227,0.33,1.071769538404053,False,False,0.2048532157791229
3072,1587,98,112,0.68,,True,True,0.8145232719305533
3073,4655,221,186,0.36,0.26200546014788817,False,False,0.15537699133098332
3074,1731,104,458,0.14,-0.21828360290851753,False,False,0.16593307183637834
3075,6018,285,101,0.12,0.9988270588202028,False,False,0.20920660032308463
3076,5280,248,536,0.72,,True,True,0.7765084058967657
3077,182,42,562,0.28,,False,False,0.18115174606118042
3078,1791,106,381,0.6,,True,True,0.7439575262469094
3079,2355,127,155,0.24,0.6776856912819859,False,False,0.19023726435861746
3080,1940,111,104,0.68,,True,True,0.8052084658207541
3081,702,65,175,0.32,0.987121565287187,False,False,0.15049297390582983
3082,2442,130,236,0.16,,False,False,0.26974479609832563
3083,5790,267,565,0.28,0.033910313176037196,False,False,0.1511711131696463
3084,496,55,134,0.23,,False,False,0.14773461011654304
3086,464,53,43,0.22,0.38611095893105646,False,False,0.2544106202973605
3087,5574,259,437,0.37,0.1811652849860184,False,False,0.15262111020738428
3088,5200,245,88,0.84,-0.04320996565684504,True,True,0.8475985411500451
3089,172,41,359,0.39,-0.11160072999349199,False,False,0.23746905875217422
3090,2020,114,103,0.7,0.04116096742149711,True,True,0.8555588100065215
3091,5772,266,500,0.1,,False,False,0.2651055361334119
3092,5358,250,251,0.29,,False,False,0.2053705784796379
3093,2540,133,83,0.33,0.9190133008337199,False,True,0.7918392217919843
3094,5972,280,426,0.29,,False,False,0.174740657585473
3095,2009,114,353,0.14,0.860296897753559,False,False,0.24703001111263478
3096,2260,123,378,0.6,-0.1241773667056346,True,True,0.8353433440607478
3097,3084,153,574,0.27,0.35500377494494745,False,False,0.20360389154287484
3098,2112,118,572,0.25,,False,False,0.20806903737529847
3099,900,72,415,0.31,0.27877006994391795,False,False,0.1997919424763064
3100,1446,93,139,0.3,,False,False,0.15998760824275635
3101,1911,110,423,0.1,,False,False,0.2663618918467408
3102,3542,171,194,0.28,1.2689620454141401,False,False,0.24947149161995427
3103,2697,140,72,0.79,0.11171752809294523,True,True,0.7377048133051872
3104,4039,192,249,0.3,,False,False,0.2335656398523346
3106,741,66,145,0.71,-0.024584020481458645,True,True,0.8163834891065975
3107,2293,125,558,0.31,,False,False,0.2146721389434999
3109,3728,178,202,0.16,1.0636128755968903,False,False,0.1329261576106689
3111,1206,83,265,0.77,1.1524802922484159,True,True,0.8662724494633383
3112,509,55,157,0.15,,False,False,0.18344913754784284
3113,4988,235,549,0.14,,False,True,0.8309862806173818
3114,4035,192,159,0.11,,False,False,0.25129228342898996
3115,3992,190,441,0.38,1.1727728324938071,False,False,0.20714785033214334
3116,5451,254,314,0.38,0.5422749207068653,False,False,0.2476730748656838
3117,1549,97,88,0.12,0.4457734540447704,False,False,0.13494577857464207
3118,3029,151,236,0.25,,False,False,0.2149046996698769
3119,4537,214,222,0.12,,False,False,0.265785076895241
3120,2202,121,238,0.37,1.3110503623880434,False,False,0.17544620816263448
3122,5123,240,296,0.34,1.238679718401907,False,False,0.1819517148589836
3123,2044,115,272,0.66,0.7886687738257023,True,True,0.7528840955529371
3124,767,67,79,0.25,,False,False,0.13663678742396806
3125,5871,270,580,0.27,,False,False,0.19209972601625674
3126,3699,177,419,0.15,0.6116494167355601,False,False,0.24128612815218448
3127,1508,95,76,0.27,0.8389366147990255,False,False,0.24095850116624895
3128,3134,155,128,0.33,,False,False,0.25464238574526044
3129,5857,270,254,0.27,,False,False,0.15373196812737774
3130,421,51,111,0.17,0.2744544338602103,False,False,0.2617244647400778
3131,123,37,425,0.24,,False,False,0.15201879227606563
3132,4996,235,302,0.14,0.710799658087165,False,False,0.14188565246518217
3133,5244,247,44,0.26,1.2864439275771056,False,False,0.24220386915372444
3134,3292,162,530,0.76,,True,True,0.8315943863305816
3135,819,69,499,0.3,,False,False,0.25762935880128257
3136,1403,90,548,0.26,0.9378105550251024,False,False,0.1664750033701437
3137,1382,89,480,0.34,0.23131921852530607,False,False,0.19679083978143455
3138,2148,119,346,0.14,-0.2728528103887068,False,False,0.20937970892322236
3139,5060,237,460,0.37,,False,False,0.16850680918554756
3141,1638,100,173,0.19,,False,False,0.15071330132322647
3142,1795,106,281,0.37,,False,True,0.8086639058390606
3144,5793,267,557,0.18,,False,False,0.18133808434655357
3145,5356,250,61,0.16,,False,False,0.19057739117716177
3146,399,50,221,0.16,-0.11775554996978894,False,False,0.26455567291346405
3147,3151,155,513,0.88,,True,True,0.843257217245642
3148,2310,125,101,0.8,-0.32362031377069334,True,True,0.7661532801156641
3149,882,71,567,0.4,0.9550866571222366,False,False,0.1767540660202401
3150,3565,172,300,0.76,0.5871883613837829,True,True,0.769302599894326
3151,5989,281,520,0.26,,False,False,0.22919161463368307
3153,1352,88,57,0.62,0.034233382321001135,True,True,0.7490945247658006
3154,4015,191,385,0.14,0.3948988941589989,False,False,0.25306220550147807
3155,5475,255,575,0.1,,False,False,0.23427606602453613
3156,2130,118,479,0.25,,False,False,0.1957417153486078
3157,982,75,533,0.31,-0.11741755390487849,False,False,0.14957513461657668
3158,456,53,377,0.3,0.46777609134280773,False,False,0.2542707105188053
3159,1486,95,389,0.87,0.8456582979401097,True,True,0.8249544253309553
3160,1079,78,357,0.89,0.4957035641483128,True,True,0.8027357241865171
3161,1950,112,497,0.29,,False,False,0.13316430743336402
3162,5174,243,231,0.34,,False,False,0.23148185489423584
3163,689,64,352,0.26,1.2715060351914322,False,False,0.24360070185506832
3164,2429,129,385,0.1,,False,True,0.7398176657221152
3165,641,63,454,0.34,0.05975903908077231,False,False,0.21391231618003856
3166,2392,128,250,0.36,0.7072148761263081,False,False,0.20080507001912887
3167,2825,144,353,0.26,,False,False,0.23365134604844975
3168,1953,112,547,0.36,-0.1885518267101806,False,False,0.14134417359748563
3169,3538,171,201,0.16,1.3723356457164202,False,False,0.20665153376660855
3170,5508,256,390,0.31,,False,False,0.25900740190574156
3171,3058,152,507,0.2,0.7072970994065371,False,False,0.18768025046717396
3172,3939,188,84,0.88,,True,True,0.7407834174174577
3173,4505,213,468,0.32,,False,False,0.17780099760559068
3174,2710,140,238,0.11,1.2797131606700665,False,False,0.2027578654173789
3175,1083,79,268,0.84,,True,True,0.7554206176592945
3176,4462,211,241,0.11,,False,False,0.14149488613690642
3177,5736,265,68,0.66,1.03263135801258,True,True,0.8020137173165615
3178,5468,255,382,0.25,,False,False,0.19255507732739532
3179,1884,110,451,0.2,-0.016328930254218103,False,False,0.2358308939202073
3180,4873,230,22,0.18,,False,False,0.21582629566371409
3181,389,50,470,0.35,-0.06609735051077031,False,False,0.22060948816301526
3182,2494,132,183,0.15,0.04623495821119169,False,False,0.20538250669760266
3183,1851,108,526,0.22,0.7819089780959025,False,True,0.774308518327321
3184,3036,151,90,0.72,,True,True,0.854543303005808
3185,5382,251,168,0.12,,False,False,0.15838823510493677
3187,845,70,372,0.26,0.7926337208697172,False,False,0.15409518687236978
3188,542,57,245,0.37,0.5225222642388491,False,False,0.24345412637375427
3189,3724,178,544,0.23,0.04064429675854318,False,False,0.14383051478044964
3191,3679,177,425,0.27,0.4337583859365587,False,False,0.224449182515586
3193,4270,203,126,0.36,1.2787684333077622,False,False,0.22460639156316367
3194,1979,113,280,0.86,,True,True,0.8648728004822261
3196,4002,190,472,0.2,1.3093148157876489,False,False,0.1572374506611555
3197,3150,155,521,0.79,-0.04060707631641002,True,True,0.8113443216613213
3198,5009,235,271,0.33,0.6518589443571164,False,False,0.21470747980196045
3199,4118,197,336,0.32,,False,False,0.22422199674577314
3200,4375,207,371,0.35,-0.2662410645198641,False,False,0.229545715033075
3201,2964,149,86,0.69,,True,True,0.7511764163296017
3202,3463,168,82,0.9,,True,True,0.80216183459879
3203,2529,133,460,0.29,0.9154691572671885,False,False,0.1794289680223742
3204,4122,197,111,0.35,0.43095772197659554,False,False,0.1771105370664463
3206,1048,78,288,0.6,0.5220801902235003,True,True,0.7326160185646079
3207,2949,148,199,0.3,,False,False,0.21606071263192966
3208,1960,112,307,0.15,,False,False,0.16705647467145499
3209,2530,133,502,0.31,1.120298926382501,False,False,0.22468219443765503
3210,6015,284,487,0.31,,False,False,0.21367985251412597
3212,4449,211,520,0.74,,True,True,0.7558086987815009
3213,237,44,290,0.19,0.013482905173394632,False,False,0.1900884735893414
3214,4163,199,368,0.24,,False,False,0.24921821255556997
3215,4539,214,427,0.24,0.4189341056627304,False,False,0.25804877135688925
3216,1133,80,113,0.1,-0.0368943234933053,False,False,0.19480345787557019
3217,2880,146,79,0.73,0.3158952287364065,True,True,0.735090075242106
3218,1805,107,310,0.22,,False,False,0.1874030391582645
3221,5238,246,168,0.16,0.7033740173187507,False,False,0.20923504214898103
3222,5726,264,192,0.26,,False,False,0.22323972734210817
3224,4442,210,93,0.24,0.4144385197370713,False,False,0.21476636573623947
3225,4512,213,221,0.32,,False,False,0.2177181368450835
3226,4340,205,170,0.38,-0.33766876237934423,False,False,0.2288532434581794
3227,265,45,535,0.34,1.024390113276373,False,False,0.13361379572654114
3228,2001,113,19,0.26,-0.09175962242666316,False,False,0.18781749486434035
3229,1811,107,443,0.26,,False,False,0.26297936454683024
3230,3277,161,233,0.26,-0.2847518814323705,False,False,0.26403700287192267
3231,3870,184,380,0.15,,False,False,0.17302023143220546
3232,2978,149,114,0.33,,False,False,0.2113055902986415
3233,4274,203,270,0.11,1.2924542182733638,False,False,0.14326411031905326
3234,2906,147,79,0.74,,True,True,0.7479246412757111
3235,4304,204,427,0.12,0.21856853043607083,False,False,0.16840985487982563
3236,5517,257,263,0.19,-0.13213459795562396,False,False,0.2535944051001777
3237,1428,91,129,0.67,,True,True,0.7454702064545955
3238,398,50,233,0.24,-0.2039746736128724,False,False,0.2610344406270143
3239,3988,190,567,0.36,1.0249888488443644,False,False,0.2114482554249732
